Head,deviceID,deviceTimeStamp,data,androidTimeStamp
11,F9:07:67:E9:FC:3B,9,"ACC: [-0.12,-0.04,1.00],GYR: [-0.02,-0.02,0.00]",09:54:31.117
11,F9:07:67:E9:FC:3B,1373,"ACC: [-0.11,-0.04,1.01],GYR: [0.95,-0.11,0.59]",09:54:31.129
23,F9:07:67:E9:FC:3B,11,"PS: [2.56,2.28, 2.43,2.26, 2.23,1.97,1.95,1.94]",09:54:31.117
23,F9:07:67:E9:FC:3B,1374,"PS: [0.00,-0.00, -0.01,0.00, -0.01,-0.00,0.00,-0.00]",09:54:31.129
11,F9:07:67:E9:FC:3B,19,"ACC: [-0.12,-0.04,1.01],GYR: [-30.88,-1.34,-14.92]",09:54:31.117
23,F9:07:67:E9:FC:3B,20,"PS: [3.91,3.53, 3.86,3.67, 3.57,3.41,3.37,3.36]",09:54:31.117
11,F9:07:67:E9:FC:3B,1385,"ACC: [-0.12,-0.04,1.02],GYR: [0.90,-0.09,0.59]",09:54:31.197
23,F9:07:67:E9:FC:3B,1386,"PS: [0.01,-0.00, 0.00,0.00, -0.00,0.01,0.00,0.01]",09:54:31.197
11,F9:07:67:E9:FC:3B,1394,"ACC: [-0.12,-0.04,1.02],GYR: [0.93,-0.09,0.59]",09:54:31.230
23,F9:07:67:E9:FC:3B,1395,"PS: [-0.01,0.01, -0.00,-0.01, -0.00,0.00,-0.00,-0.00]",09:54:31.230
11,F9:07:67:E9:FC:3B,1405,"ACC: [-0.11,-0.05,1.01],GYR: [0.90,-0.09,0.63]",09:54:31.237
23,F9:07:67:E9:FC:3B,1406,"PS: [0.00,0.00, 0.01,-0.01, -0.00,0.00,0.01,-0.00]",09:54:31.237
11,F9:07:67:E9:FC:3B,1416,"ACC: [-0.12,-0.05,1.01],GYR: [0.90,-0.08,0.66]",09:54:31.237
23,F9:07:67:E9:FC:3B,1417,"PS: [0.00,-0.01, -0.01,0.00, -0.01,-0.00,-0.00,-0.02]",09:54:31.237
11,F9:07:67:E9:FC:3B,1428,"ACC: [-0.12,-0.05,1.01],GYR: [0.87,-0.08,0.61]",09:54:31.266
11,F9:07:67:E9:FC:3B,1522,"ACC: [-0.11,-0.04,1.01],GYR: [0.98,-0.08,0.58]",09:54:31.270
23,F9:07:67:E9:FC:3B,1429,"PS: [-0.01,-0.00, -0.01,-0.00, 0.01,0.01,-0.00,-0.00]",09:54:31.266
23,F9:07:67:E9:FC:3B,1523,"PS: [0.01,-0.00, -0.01,0.00, -0.01,0.00,-0.00,0.00]",09:54:31.270
11,F9:07:67:E9:FC:3B,1440,"ACC: [-0.12,-0.05,1.01],GYR: [0.90,-0.06,0.63]",09:54:31.266
23,F9:07:67:E9:FC:3B,1441,"PS: [0.01,-0.00, 0.00,0.01, 0.00,-0.00,0.00,0.01]",09:54:31.266
11,F9:07:67:E9:FC:3B,1533,"ACC: [-0.12,-0.04,1.02],GYR: [0.95,-0.08,0.59]",09:54:31.304
23,F9:07:67:E9:FC:3B,1534,"PS: [0.00,-0.00, 0.00,-0.01, 0.00,0.01,0.00,-0.00]",09:54:31.304
11,F9:07:67:E9:FC:3B,1544,"ACC: [-0.11,-0.05,1.01],GYR: [0.93,-0.12,0.56]",09:54:31.304
23,F9:07:67:E9:FC:3B,1545,"PS: [-0.01,-0.00, 0.00,-0.00, -0.00,0.00,0.00,-0.00]",09:54:31.304
