Head,deviceID,deviceTimeStamp,data,androidTimeStamp
11,FE:F7:D0:12:2E:8D,54912,"ACC: [-0.05,-0.01,1.01],GYR: [-0.15,-0.02,-0.43]",10:56:44.229
11,FE:F7:D0:12:2E:8D,54923,"ACC: [-0.05,-0.02,1.02],GYR: [-0.15,0.09,-0.41]",10:56:44.258
11,FE:F7:D0:12:2E:8D,54948,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.00,-0.47]",10:56:44.316
23,FE:F7:D0:12:2E:8D,54913,"PS: [0.04,-0.03, 0.01,-0.05, 0.08,-0.06,0.04,0.06]",10:56:44.229
11,FE:F7:D0:12:2E:8D,54960,"ACC: [-0.05,-0.01,1.01],GYR: [-0.12,0.00,-0.43]",10:56:44.329
11,FE:F7:D0:12:2E:8D,54981,"ACC: [-0.04,-0.01,1.01],GYR: [-0.11,0.03,-0.40]",10:56:44.331
11,FE:F7:D0:12:2E:8D,54992,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,0.03,-0.44]",10:56:44.333
23,FE:F7:D0:12:2E:8D,54925,"PS: [-0.02,0.02, -0.00,0.04, -0.06,0.08,-0.06,0.01]",10:56:44.258
11,FE:F7:D0:12:2E:8D,55028,"ACC: [-0.05,-0.02,1.01],GYR: [-0.14,0.08,-0.43]",10:56:44.347
11,FE:F7:D0:12:2E:8D,55052,"ACC: [-0.04,-0.01,1.02],GYR: [-0.11,0.03,-0.43]",10:56:44.348
23,FE:F7:D0:12:2E:8D,54949,"PS: [0.01,-0.02, 0.02,0.00, 0.09,-0.01,0.09,0.06]",10:56:44.316
11,FE:F7:D0:12:2E:8D,55064,"ACC: [-0.04,-0.01,1.02],GYR: [-0.17,0.03,-0.40]",10:56:44.394
11,FE:F7:D0:12:2E:8D,55096,"ACC: [-0.05,-0.01,1.01],GYR: [-0.14,-0.02,-0.43]",10:56:44.406
11,FE:F7:D0:12:2E:8D,55107,"ACC: [-0.04,-0.01,1.01],GYR: [-0.08,0.03,-0.44]",10:56:44.409
23,FE:F7:D0:12:2E:8D,54961,"PS: [0.03,-0.00, -0.00,-0.04, 0.03,-0.06,0.01,0.00]",10:56:44.329
23,FE:F7:D0:12:2E:8D,54982,"PS: [0.01,-0.02, 0.01,-0.02, -0.10,0.02,0.07,0.01]",10:56:44.331
23,FE:F7:D0:12:2E:8D,54993,"PS: [-0.01,0.04, 0.01,0.02, -0.06,-0.03,0.06,0.02]",10:56:44.333
11,FE:F7:D0:12:2E:8D,55132,"ACC: [-0.05,-0.01,1.01],GYR: [-0.17,-0.03,-0.44]",10:56:44.472
11,FE:F7:D0:12:2E:8D,55144,"ACC: [-0.05,-0.01,1.01],GYR: [-0.14,0.06,-0.43]",10:56:44.473
11,FE:F7:D0:12:2E:8D,54936,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,-0.02,-0.43]",10:56:44.258
23,FE:F7:D0:12:2E:8D,55029,"PS: [-0.02,0.02, 0.01,0.03, -0.06,-0.00,-0.06,-0.03]",10:56:44.347
23,FE:F7:D0:12:2E:8D,55054,"PS: [-0.00,-0.01, -0.01,0.01, 0.06,0.06,0.04,-0.00]",10:56:44.348
11,FE:F7:D0:12:2E:8D,55165,"ACC: [-0.04,-0.01,1.01],GYR: [-0.08,-0.02,-0.43]",10:56:44.495
11,FE:F7:D0:12:2E:8D,55200,"ACC: [-0.05,-0.01,1.01],GYR: [-0.12,0.05,-0.44]",10:56:44.498
23,FE:F7:D0:12:2E:8D,55065,"PS: [0.04,-0.01, -0.01,-0.05, -0.02,-0.03,-0.02,-0.02]",10:56:44.394
23,FE:F7:D0:12:2E:8D,55097,"PS: [-0.01,0.04, 0.01,0.01, 0.05,-0.08,0.05,0.03]",10:56:44.406
23,FE:F7:D0:12:2E:8D,55109,"PS: [0.03,-0.02, 0.00,-0.05, 0.08,-0.05,0.03,0.05]",10:56:44.409
11,FE:F7:D0:12:2E:8D,55211,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,0.05,-0.44]",10:56:44.526
11,FE:F7:D0:12:2E:8D,54969,"ACC: [-0.05,-0.01,1.01],GYR: [-0.12,0.00,-0.43]",10:56:44.329
11,FE:F7:D0:12:2E:8D,55003,"ACC: [-0.04,-0.01,1.02],GYR: [-0.14,-0.02,-0.46]",10:56:44.333
11,FE:F7:D0:12:2E:8D,55279,"ACC: [-0.05,-0.01,1.01],GYR: [-0.12,0.00,-0.43]",10:56:44.557
23,FE:F7:D0:12:2E:8D,55134,"PS: [-0.01,-0.02, 0.00,0.01, 0.05,-0.03,-0.09,0.05]",10:56:44.472
11,FE:F7:D0:12:2E:8D,55291,"ACC: [-0.04,-0.01,1.02],GYR: [-0.18,0.06,-0.40]",10:56:44.561
23,FE:F7:D0:12:2E:8D,55145,"PS: [-0.03,0.04, -0.02,0.03, -0.11,0.09,-0.06,-0.01]",10:56:44.473
23,FE:F7:D0:12:2E:8D,54938,"PS: [-0.01,0.03, 0.01,0.02, -0.05,0.05,-0.03,-0.05]",10:56:44.258
11,FE:F7:D0:12:2E:8D,55040,"ACC: [-0.04,-0.01,1.01],GYR: [-0.17,0.02,-0.43]",10:56:44.347
11,FE:F7:D0:12:2E:8D,55316,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,0.05,-0.43]",10:56:44.585
11,FE:F7:D0:12:2E:8D,55352,"ACC: [-0.04,-0.01,1.01],GYR: [-0.15,0.03,-0.44]",10:56:44.591
23,FE:F7:D0:12:2E:8D,55169,"PS: [-0.02,0.02, 0.00,-0.04, 0.06,-0.01,0.01,-0.02]",10:56:44.495
23,FE:F7:D0:12:2E:8D,55201,"PS: [0.01,0.03, 0.02,0.03, -0.10,0.04,-0.04,0.06]",10:56:44.498
11,FE:F7:D0:12:2E:8D,55361,"ACC: [-0.04,-0.01,1.01],GYR: [-0.15,0.03,-0.44]",10:56:44.615
11,FE:F7:D0:12:2E:8D,55385,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.06,-0.41]",10:56:44.618
11,FE:F7:D0:12:2E:8D,55073,"ACC: [-0.05,-0.01,1.01],GYR: [-0.12,0.00,-0.44]",10:56:44.394
11,FE:F7:D0:12:2E:8D,55120,"ACC: [-0.05,-0.01,1.01],GYR: [-0.14,0.03,-0.49]",10:56:44.409
23,FE:F7:D0:12:2E:8D,55213,"PS: [0.01,0.00, 0.01,-0.04, 0.06,-0.01,0.08,-0.04]",10:56:44.526
11,FE:F7:D0:12:2E:8D,55396,"ACC: [-0.04,-0.02,1.02],GYR: [-0.14,0.00,-0.46]",10:56:44.647
23,FE:F7:D0:12:2E:8D,54970,"PS: [0.03,-0.02, -0.00,0.00, 0.08,0.04,0.01,0.02]",10:56:44.329
23,FE:F7:D0:12:2E:8D,55004,"PS: [-0.01,-0.01, -0.01,0.02, 0.04,0.05,-0.07,0.02]",10:56:44.333
23,FE:F7:D0:12:2E:8D,55280,"PS: [-0.00,-0.02, 0.02,-0.01, 0.09,0.03,-0.03,0.08]",10:56:44.557
11,FE:F7:D0:12:2E:8D,55420,"ACC: [-0.05,-0.01,1.01],GYR: [-0.17,0.02,-0.40]",10:56:44.675
23,FE:F7:D0:12:2E:8D,55292,"PS: [0.00,0.01, -0.02,-0.02, -0.06,-0.00,-0.03,-0.06]",10:56:44.561
11,FE:F7:D0:12:2E:8D,55432,"ACC: [-0.05,-0.01,1.01],GYR: [-0.08,0.05,-0.41]",10:56:44.681
11,FE:F7:D0:12:2E:8D,55153,"ACC: [-0.04,-0.01,1.01],GYR: [-0.15,0.00,-0.46]",10:56:44.473
23,FE:F7:D0:12:2E:8D,55041,"PS: [-0.02,-0.00, -0.01,0.04, -0.05,0.06,-0.07,-0.08]",10:56:44.347
23,FE:F7:D0:12:2E:8D,55317,"PS: [0.00,0.02, 0.02,0.01, -0.00,0.05,-0.04,0.02]",10:56:44.585
11,FE:F7:D0:12:2E:8D,55464,"ACC: [-0.05,-0.01,1.01],GYR: [-0.15,0.02,-0.41]",10:56:44.709
11,FE:F7:D0:12:2E:8D,55499,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.02,-0.43]",10:56:44.710
23,FE:F7:D0:12:2E:8D,55353,"PS: [-0.00,-0.02, 0.01,-0.01, 0.07,-0.10,0.07,0.07]",10:56:44.591
11,FE:F7:D0:12:2E:8D,55177,"ACC: [-0.05,-0.01,1.01],GYR: [-0.09,0.05,-0.43]",10:56:44.495
11,FE:F7:D0:12:2E:8D,55511,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,0.03,-0.46]",10:56:44.736
23,FE:F7:D0:12:2E:8D,55364,"PS: [0.03,0.02, -0.01,0.01, -0.08,0.05,-0.06,-0.07]",10:56:44.615
23,FE:F7:D0:12:2E:8D,55386,"PS: [0.02,0.02, -0.01,0.01, -0.02,-0.03,-0.01,-0.02]",10:56:44.618
23,FE:F7:D0:12:2E:8D,55074,"PS: [-0.01,-0.05, 0.01,0.04, 0.04,0.01,0.04,0.03]",10:56:44.394
23,FE:F7:D0:12:2E:8D,55122,"PS: [0.02,-0.02, -0.01,-0.04, 0.04,-0.04,-0.00,-0.00]",10:56:44.409
11,FE:F7:D0:12:2E:8D,55536,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.05,-0.41]",10:56:44.764
11,FE:F7:D0:12:2E:8D,55548,"ACC: [-0.05,-0.01,1.01],GYR: [-0.11,0.05,-0.41]",10:56:44.768
11,FE:F7:D0:12:2E:8D,55223,"ACC: [-0.05,-0.01,1.02],GYR: [-0.11,0.03,-0.44]",10:56:44.526
23,FE:F7:D0:12:2E:8D,55397,"PS: [0.02,-0.03, -0.00,-0.02, 0.07,0.04,-0.02,0.06]",10:56:44.647
11,FE:F7:D0:12:2E:8D,55573,"ACC: [-0.05,-0.01,1.01],GYR: [-0.12,0.03,-0.43]",10:56:44.795
11,FE:F7:D0:12:2E:8D,55609,"ACC: [-0.04,-0.01,1.02],GYR: [-0.17,0.03,-0.46]",10:56:44.799
23,FE:F7:D0:12:2E:8D,55421,"PS: [0.03,-0.03, 0.01,-0.04, 0.05,-0.03,0.04,0.01]",10:56:44.675
11,FE:F7:D0:12:2E:8D,55303,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.05,-0.41]",10:56:44.561
23,FE:F7:D0:12:2E:8D,55433,"PS: [-0.04,0.03, 0.00,0.04, -0.10,0.06,-0.06,-0.09]",10:56:44.681
11,FE:F7:D0:12:2E:8D,55618,"ACC: [-0.04,-0.01,1.02],GYR: [-0.17,0.03,-0.46]",10:56:44.828
11,FE:F7:D0:12:2E:8D,55642,"ACC: [-0.05,-0.01,1.01],GYR: [-0.11,0.06,-0.44]",10:56:44.829
23,FE:F7:D0:12:2E:8D,55154,"PS: [-0.01,-0.04, -0.01,0.01, -0.07,-0.02,-0.02,-0.00]",10:56:44.473
11,FE:F7:D0:12:2E:8D,55328,"ACC: [-0.05,-0.01,1.01],GYR: [-0.11,0.02,-0.44]",10:56:44.585
23,FE:F7:D0:12:2E:8D,55465,"PS: [-0.03,0.03, 0.02,0.03, 0.04,-0.06,-0.06,0.02]",10:56:44.709
11,FE:F7:D0:12:2E:8D,55653,"ACC: [-0.05,-0.02,1.01],GYR: [-0.14,-0.02,-0.43]",10:56:44.861
23,FE:F7:D0:12:2E:8D,55501,"PS: [-0.03,0.04, -0.00,0.04, -0.01,0.01,0.02,-0.04]",10:56:44.710
23,FE:F7:D0:12:2E:8D,55178,"PS: [-0.02,0.04, -0.01,0.04, 0.06,0.08,-0.06,-0.07]",10:56:44.495
11,FE:F7:D0:12:2E:8D,55677,"ACC: [-0.04,-0.02,1.01],GYR: [-0.15,0.05,-0.44]",10:56:44.885
23,FE:F7:D0:12:2E:8D,55513,"PS: [-0.01,0.02, -0.01,0.00, -0.08,0.04,-0.07,-0.05]",10:56:44.736
11,FE:F7:D0:12:2E:8D,55689,"ACC: [-0.04,-0.01,1.01],GYR: [-0.17,0.02,-0.43]",10:56:44.890
11,FE:F7:D0:12:2E:8D,55372,"ACC: [-0.04,-0.01,1.01],GYR: [-0.11,0.03,-0.43]",10:56:44.615
11,FE:F7:D0:12:2E:8D,55722,"ACC: [-0.04,-0.01,1.02],GYR: [-0.14,-0.03,-0.47]",10:56:44.914
11,FE:F7:D0:12:2E:8D,55757,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,0.03,-0.41]",10:56:44.919
23,FE:F7:D0:12:2E:8D,55537,"PS: [-0.02,0.04, -0.01,0.01, -0.07,0.04,-0.05,0.04]",10:56:44.764
23,FE:F7:D0:12:2E:8D,55549,"PS: [0.03,-0.04, 0.02,-0.04, 0.10,-0.10,0.08,0.06]",10:56:44.768
23,FE:F7:D0:12:2E:8D,55225,"PS: [0.00,0.02, -0.01,0.02, -0.10,0.06,-0.08,-0.01]",10:56:44.526
11,FE:F7:D0:12:2E:8D,55407,"ACC: [-0.05,-0.01,1.01],GYR: [-0.14,0.05,-0.40]",10:56:44.647
11,FE:F7:D0:12:2E:8D,55769,"ACC: [-0.05,-0.01,1.01],GYR: [-0.11,0.03,-0.43]",10:56:44.947
11,FE:F7:D0:12:2E:8D,55793,"ACC: [-0.05,-0.02,1.01],GYR: [-0.12,0.03,-0.44]",10:56:44.950
23,FE:F7:D0:12:2E:8D,55574,"PS: [-0.03,0.03, 0.01,0.03, -0.05,0.00,-0.06,-0.03]",10:56:44.795
23,FE:F7:D0:12:2E:8D,55611,"PS: [-0.02,0.03, -0.01,0.03, -0.08,0.05,-0.05,-0.02]",10:56:44.799
23,FE:F7:D0:12:2E:8D,55305,"PS: [0.03,-0.03, -0.01,-0.04, 0.10,0.00,0.07,0.07]",10:56:44.561
11,FE:F7:D0:12:2E:8D,55441,"ACC: [-0.05,-0.02,1.01],GYR: [-0.11,0.05,-0.41]",10:56:44.681
11,FE:F7:D0:12:2E:8D,55805,"ACC: [-0.05,-0.01,1.01],GYR: [-0.15,0.08,-0.41]",10:56:44.979
23,FE:F7:D0:12:2E:8D,55621,"PS: [0.04,0.02, 0.00,-0.00, -0.07,0.02,-0.08,-0.06]",10:56:44.828
23,FE:F7:D0:12:2E:8D,55643,"PS: [0.02,-0.01, -0.03,-0.01, -0.05,0.00,0.07,-0.01]",10:56:44.829
23,FE:F7:D0:12:2E:8D,55329,"PS: [0.01,-0.01, 0.00,-0.03, 0.05,-0.10,0.05,0.04]",10:56:44.585
11,FE:F7:D0:12:2E:8D,55830,"ACC: [-0.05,-0.01,1.02],GYR: [-0.11,0.03,-0.41]",10:56:45.009
11,FE:F7:D0:12:2E:8D,55842,"ACC: [-0.04,-0.02,1.01],GYR: [-0.14,0.02,-0.41]",10:56:45.010
11,FE:F7:D0:12:2E:8D,55475,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,0.03,-0.43]",10:56:44.709
23,FE:F7:D0:12:2E:8D,55654,"PS: [-0.01,0.03, 0.00,-0.01, 0.02,-0.01,-0.08,0.02]",10:56:44.861
23,FE:F7:D0:12:2E:8D,55678,"PS: [0.03,-0.03, -0.01,-0.06, 0.09,-0.02,0.03,0.05]",10:56:44.885
11,FE:F7:D0:12:2E:8D,55867,"ACC: [-0.05,-0.01,1.01],GYR: [-0.14,0.06,-0.40]",10:56:45.037
11,FE:F7:D0:12:2E:8D,55904,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.00,-0.41]",10:56:45.042
11,FE:F7:D0:12:2E:8D,55520,"ACC: [-0.05,-0.01,1.02],GYR: [-0.15,0.02,-0.43]",10:56:44.736
23,FE:F7:D0:12:2E:8D,55690,"PS: [0.02,-0.01, -0.01,-0.01, -0.03,0.02,-0.05,-0.07]",10:56:44.890
23,FE:F7:D0:12:2E:8D,55374,"PS: [-0.01,0.01, 0.02,-0.00, 0.02,-0.03,0.05,0.04]",10:56:44.615
23,FE:F7:D0:12:2E:8D,55723,"PS: [-0.02,0.04, -0.01,0.04, 0.09,0.05,-0.06,-0.04]",10:56:44.914
11,FE:F7:D0:12:2E:8D,55915,"ACC: [-0.04,-0.02,1.01],GYR: [-0.15,0.00,-0.41]",10:56:45.067
23,FE:F7:D0:12:2E:8D,55758,"PS: [0.00,0.01, 0.02,-0.01, 0.00,0.05,0.06,0.07]",10:56:44.919
11,FE:F7:D0:12:2E:8D,55937,"ACC: [-0.04,-0.01,1.01],GYR: [-0.12,0.00,-0.41]",10:56:45.095
11,FE:F7:D0:12:2E:8D,55948,"ACC: [-0.05,-0.01,1.01],GYR: [-0.15,0.05,-0.43]",10:56:45.099
11,FE:F7:D0:12:2E:8D,55557,"ACC: [-0.04,-0.01,1.01],GYR: [-0.14,-0.02,-0.43]",10:56:44.768
23,FE:F7:D0:12:2E:8D,55409,"PS: [-0.05,0.03, -0.02,0.04, -0.10,0.06,-0.07,0.03]",10:56:44.647
