Head,deviceID,deviceTimeStamp,data,androidTimeStamp
11,C6:22:F2:44:38:49,52590,"ACC: [-0.14,0.05,-0.99],GYR: [-1.30,0.43,-0.46]",13:25:38.650
11,C6:22:F2:44:38:49,52599,"ACC: [-0.14,0.05,-0.99],GYR: [-1.30,0.43,-0.46]",13:25:38.680
11,C6:22:F2:44:38:49,52633,"ACC: [-0.14,0.06,-0.99],GYR: [-1.31,0.41,-0.41]",13:25:38.682
11,C6:22:F2:44:38:49,52641,"ACC: [-0.14,0.06,-0.98],GYR: [-1.27,0.46,-0.44]",13:25:38.682
11,C6:22:F2:44:38:49,52664,"ACC: [-0.14,0.05,-0.99],GYR: [-1.22,0.37,-0.47]",13:25:38.683
11,C6:22:F2:44:38:49,52696,"ACC: [-0.13,0.05,-0.99],GYR: [-1.28,0.32,-0.46]",13:25:38.684
11,C6:22:F2:44:38:49,52707,"ACC: [-0.13,0.05,-0.99],GYR: [-1.27,0.32,-0.47]",13:25:38.685
23,C6:22:F2:44:38:49,52591,"PS: [-0.00,0.01, -0.00,-0.00, -0.01,0.00,0.00,-0.00]",13:25:38.650
11,C6:22:F2:44:38:49,52739,"ACC: [-0.14,0.05,-0.99],GYR: [-1.22,0.44,-0.47]",13:25:38.711
23,C6:22:F2:44:38:49,52600,"PS: [0.00,-0.00, 0.01,0.01, 0.01,0.00,0.01,0.00]",13:25:38.680
11,C6:22:F2:44:38:49,52749,"ACC: [-0.14,0.05,-0.99],GYR: [-1.22,0.61,-0.46]",13:25:38.715
23,C6:22:F2:44:38:49,52634,"PS: [-0.00,-0.00, 0.00,-0.00, 0.01,-0.00,-0.00,-0.00]",13:25:38.682
11,C6:22:F2:44:38:49,52774,"ACC: [-0.14,0.06,-0.99],GYR: [-1.22,0.66,-0.46]",13:25:38.765
11,C6:22:F2:44:38:49,52805,"ACC: [-0.14,0.05,-0.99],GYR: [-1.24,0.56,-0.40]",13:25:38.765
23,C6:22:F2:44:38:49,52642,"PS: [-0.01,-0.00, 0.00,0.01, 0.00,0.00,0.01,0.00]",13:25:38.682
11,C6:22:F2:44:38:49,52816,"ACC: [-0.14,0.05,-0.99],GYR: [-1.25,0.63,-0.41]",13:25:38.782
11,C6:22:F2:44:38:49,52848,"ACC: [-0.13,0.05,-0.98],GYR: [-1.25,0.55,-0.40]",13:25:38.785
23,C6:22:F2:44:38:49,52665,"PS: [0.01,0.01, -0.00,0.01, 0.00,0.00,-0.00,0.00]",13:25:38.683
23,C6:22:F2:44:38:49,52697,"PS: [-0.00,0.00, 0.00,0.00, 0.01,0.00,0.00,-0.01]",13:25:38.684
11,C6:22:F2:44:38:49,52859,"ACC: [-0.13,0.05,-0.98],GYR: [-1.25,0.55,-0.41]",13:25:38.810
23,C6:22:F2:44:38:49,52708,"PS: [0.01,-0.01, 0.00,0.00, -0.01,-0.01,-0.00,-0.00]",13:25:38.685
11,C6:22:F2:44:38:49,52880,"ACC: [-0.13,0.05,-0.99],GYR: [-1.19,0.49,-0.44]",13:25:38.842
11,C6:22:F2:44:38:49,52891,"ACC: [-0.13,0.05,-0.99],GYR: [-1.19,0.44,-0.46]",13:25:38.849
23,C6:22:F2:44:38:49,52740,"PS: [0.01,0.01, -0.00,0.00, 0.01,0.01,0.00,0.00]",13:25:38.711
11,C6:22:F2:44:38:49,52922,"ACC: [-0.14,0.05,-0.99],GYR: [-1.22,0.38,-0.49]",13:25:38.868
11,C6:22:F2:44:38:49,52609,"ACC: [-0.14,0.06,-0.99],GYR: [-1.30,0.41,-0.47]",13:25:38.680
11,C6:22:F2:44:38:49,52954,"ACC: [-0.14,0.05,-0.99],GYR: [-1.16,0.37,-0.47]",13:25:38.869
23,C6:22:F2:44:38:49,52750,"PS: [-0.00,-0.00, -0.00,-0.01, -0.00,0.00,0.00,0.01]",13:25:38.715
23,C6:22:F2:44:38:49,52775,"PS: [-0.00,0.00, -0.01,0.01, -0.00,-0.00,0.00,0.01]",13:25:38.765
11,C6:22:F2:44:38:49,52964,"ACC: [-0.13,0.05,-0.99],GYR: [-1.21,0.41,-0.46]",13:25:38.893
23,C6:22:F2:44:38:49,52806,"PS: [-0.01,-0.00, -0.01,-0.00, 0.00,-0.01,-0.01,0.00]",13:25:38.765
11,C6:22:F2:44:38:49,52652,"ACC: [-0.14,0.05,-0.99],GYR: [-1.21,0.46,-0.43]",13:25:38.682
23,C6:22:F2:44:38:49,52817,"PS: [0.00,0.00, -0.01,-0.00, -0.01,0.00,-0.01,-0.00]",13:25:38.782
11,C6:22:F2:44:38:49,52996,"ACC: [-0.14,0.05,-0.99],GYR: [-1.27,0.27,-0.46]",13:25:38.922
23,C6:22:F2:44:38:49,52849,"PS: [0.01,0.00, 0.01,0.01, 0.01,-0.00,-0.00,-0.00]",13:25:38.785
11,C6:22:F2:44:38:49,52676,"ACC: [-0.14,0.05,-0.99],GYR: [-1.21,0.35,-0.46]",13:25:38.683
23,C6:22:F2:44:38:49,52860,"PS: [0.00,0.01, 0.00,0.00, -0.00,0.01,0.00,0.00]",13:25:38.810
11,C6:22:F2:44:38:49,53006,"ACC: [-0.13,0.05,-0.99],GYR: [-1.30,0.31,-0.47]",13:25:38.950
11,C6:22:F2:44:38:49,52718,"ACC: [-0.14,0.05,-0.99],GYR: [-1.28,0.38,-0.46]",13:25:38.685
11,C6:22:F2:44:38:49,53027,"ACC: [-0.14,0.05,-0.99],GYR: [-1.30,0.29,-0.44]",13:25:38.955
23,C6:22:F2:44:38:49,52881,"PS: [-0.01,-0.00, 0.00,0.00, 0.01,0.01,0.00,0.01]",13:25:38.842
23,C6:22:F2:44:38:49,52892,"PS: [-0.01,0.00, -0.01,0.00, -0.01,-0.01,0.01,-0.00]",13:25:38.849
11,C6:22:F2:44:38:49,53038,"ACC: [-0.14,0.05,-0.98],GYR: [-1.33,0.29,-0.43]",13:25:38.982
23,C6:22:F2:44:38:49,52923,"PS: [0.00,0.00, -0.01,-0.00, 0.00,0.00,-0.00,-0.01]",13:25:38.868
11,C6:22:F2:44:38:49,53069,"ACC: [-0.14,0.05,-0.99],GYR: [-1.30,0.37,-0.38]",13:25:38.985
23,C6:22:F2:44:38:49,52610,"PS: [0.00,0.00, 0.01,-0.00, -0.01,0.00,0.01,0.00]",13:25:38.680
23,C6:22:F2:44:38:49,52955,"PS: [0.00,0.01, 0.01,0.00, 0.01,0.01,-0.00,-0.00]",13:25:38.869
11,C6:22:F2:44:38:49,52761,"ACC: [-0.14,0.05,-0.99],GYR: [-1.24,0.67,-0.46]",13:25:38.715
11,C6:22:F2:44:38:49,52782,"ACC: [-0.14,0.06,-0.99],GYR: [-1.22,0.66,-0.46]",13:25:38.765
11,C6:22:F2:44:38:49,53104,"ACC: [-0.14,0.05,-0.99],GYR: [-1.24,0.46,-0.43]",13:25:39.012
23,C6:22:F2:44:38:49,52965,"PS: [0.00,0.00, -0.00,0.00, -0.00,-0.00,0.01,-0.01]",13:25:38.893
23,C6:22:F2:44:38:49,52653,"PS: [0.00,-0.00, -0.00,-0.01, 0.00,-0.02,-0.02,-0.00]",13:25:38.682
11,C6:22:F2:44:38:49,52825,"ACC: [-0.14,0.05,-0.99],GYR: [-1.27,0.55,-0.38]",13:25:38.782
11,C6:22:F2:44:38:49,53135,"ACC: [-0.14,0.05,-0.99],GYR: [-1.19,0.61,-0.40]",13:25:39.048
11,C6:22:F2:44:38:49,53147,"ACC: [-0.14,0.05,-0.98],GYR: [-1.11,0.64,-0.41]",13:25:39.049
23,C6:22:F2:44:38:49,52997,"PS: [-0.00,0.00, -0.00,-0.01, -0.00,-0.00,-0.00,0.00]",13:25:38.922
23,C6:22:F2:44:38:49,52677,"PS: [-0.00,0.00, 0.00,-0.01, 0.00,0.01,0.01,-0.00]",13:25:38.683
11,C6:22:F2:44:38:49,53178,"ACC: [-0.14,0.05,-0.99],GYR: [-1.14,0.73,-0.38]",13:25:39.072
11,C6:22:F2:44:38:49,53211,"ACC: [-0.14,0.05,-0.99],GYR: [-1.13,0.72,-0.41]",13:25:39.075
11,C6:22:F2:44:38:49,52868,"ACC: [-0.14,0.05,-0.99],GYR: [-1.21,0.55,-0.44]",13:25:38.810
23,C6:22:F2:44:38:49,53007,"PS: [-0.00,0.00, 0.01,-0.00, -0.00,0.00,-0.00,-0.00]",13:25:38.950
23,C6:22:F2:44:38:49,52719,"PS: [-0.00,0.00, 0.00,0.00, -0.00,-0.01,0.01,0.00]",13:25:38.685
23,C6:22:F2:44:38:49,53028,"PS: [-0.01,0.01, 0.00,0.01, 0.01,0.01,0.01,0.00]",13:25:38.955
11,C6:22:F2:44:38:49,53221,"ACC: [-0.13,0.06,-0.98],GYR: [-1.16,0.70,-0.40]",13:25:39.104
11,C6:22:F2:44:38:49,53253,"ACC: [-0.14,0.05,-0.98],GYR: [-1.28,0.66,-0.41]",13:25:39.106
11,C6:22:F2:44:38:49,52902,"ACC: [-0.14,0.05,-0.98],GYR: [-1.22,0.37,-0.47]",13:25:38.849
23,C6:22:F2:44:38:49,53039,"PS: [0.00,-0.00, 0.00,0.01, -0.01,0.01,0.01,-0.00]",13:25:38.982
11,C6:22:F2:44:38:49,52933,"ACC: [-0.14,0.05,-0.99],GYR: [-1.14,0.34,-0.49]",13:25:38.868
11,C6:22:F2:44:38:49,53264,"ACC: [-0.14,0.05,-0.99],GYR: [-1.33,0.59,-0.44]",13:25:39.132
23,C6:22:F2:44:38:49,53070,"PS: [-0.00,0.00, 0.00,-0.01, 0.01,0.01,-0.00,-0.01]",13:25:38.985
23,C6:22:F2:44:38:49,52763,"PS: [0.01,0.00, 0.00,0.01, -0.00,-0.00,0.00,-0.01]",13:25:38.715
23,C6:22:F2:44:38:49,52783,"PS: [0.00,-0.00, 0.01,0.00, -0.00,0.00,0.00,0.00]",13:25:38.765
11,C6:22:F2:44:38:49,53288,"ACC: [-0.14,0.05,-0.99],GYR: [-1.30,0.59,-0.43]",13:25:39.161
11,C6:22:F2:44:38:49,53300,"ACC: [-0.14,0.05,-0.99],GYR: [-1.31,0.63,-0.43]",13:25:39.163
23,C6:22:F2:44:38:49,53105,"PS: [-0.00,-0.00, 0.00,-0.00, -0.01,-0.00,-0.00,0.00]",13:25:39.012
11,C6:22:F2:44:38:49,52976,"ACC: [-0.14,0.05,-0.99],GYR: [-1.22,0.43,-0.47]",13:25:38.893
23,C6:22:F2:44:38:49,52826,"PS: [0.00,-0.01, 0.01,-0.00, 0.00,0.00,-0.00,-0.00]",13:25:38.782
11,C6:22:F2:44:38:49,53321,"ACC: [-0.14,0.05,-0.99],GYR: [-1.30,0.64,-0.41]",13:25:39.192
